Marathi_Word,Frequency
सिलिसियाची,1
सरकण्याची,1
छुपे,1
अंकाराच्या,1
फर्जियाचा,1
ऍंटिगोनसला,1
सोडवणारा,1
सोडवली,1
आख्यायिकेनुसार,1
फर्जियाची,1
पॅम्फेलियाकडून,1
सार्डिसच्या,1
भागवण्यास,1
पिकाऊ,1
फर्जियाचे,1
भूमीकडे,1
उरल्याने,1
समुद्रतटाजवळ,1
राज्यपालपदी,1
बंदरांकडे,1
पॅम्फेलिया,1
लिसिया,1
दरायसचे,1
लढल्याचे,1
इजिप्तकडे,1
रथाचा,1
इजिप्तमार्गे,1
आकर्षणातून,1
विश्वाला,1
पोहोचत,1
सैन्यापर्यंत,1
दाणागोटा,1
दळामुळे,1
पट्टीतील,1
ठरवायचे,1
ध्वस्त,1
बाकीची,1
समुद्रतटावरील,1
जनानखाना,1
स्टटेराच,1
अत्तरिये,1
ओतणा,1
आचारी,1
गणिका,1
किंमतीची,1
लगोलग,1
दमास्कस,1
खच्ची,1
कृतीने,1
युद्धभूमीवरून,1
सारथी,1
बॅबिलोनचा,1
मझेअस,1
लढला,1
पौरव,1
सिंधूनदीवर,1
नदीकडे,1
नीसा,1
शरणागतांचेही,1
काढल्याचे,1
मुलांसह,1
थोडाफार,1
क्रूरपणाचे,1
पारिपत्यासाठी,1
तुकडीसह,1
पेशावरच्या,1
पेर्डिक्कसने,1
तुकड्यांपैकी,1
लुटला,1
अलेक्झांडरकालीन,1
चलबिचल,1
रीतिरिवाजही,1
योद्ध्यांना,1
चकित,1
रोशनाक्,1
टोळ्यांशी,1
सीर,1
मारल्याचे,1
तराफे,1
टाकल्याचे,1
तक्षशिलेला,1
राजाचे,1
पराक्रमावर,1
खोऱ्यांतील,1
हत्तींची,1
पुरूकडील,1
सैन्यापेक्षा,1
मुलावर,1
पुरुच्या,1
तळाकडे,1
पुत्राचा,1
पुरू,1
चिखलात,1
पावसाने,1
रथांचा,1
चोख,1
घ्यायचे,1
झेलमची,1
पुरूशी,1
ओलांडणे,1
जूनचा,1
वितस्ता,1
अंभीच्या,1
पत्करण्यास,1
अंभीसार,1
काश्मीरचा,1
विद्वानांशी,1
मुक्कामात,1
तक्षशिलेच्या,1
बेससने,1
अमुदर्या,1
रखरखीत,1
अपेष्टांना,1
अंत्यविधी,1
बेसस,1
गाठण्यापूर्वीच,1
दरायसला,1
हलवल्याने,1
वायव्येला,1
राख,1
झेरेक्सिसचा,1
शिकवण्यासाठी,1
धडा,1
दरायसलाही,1
उट्टे,1
ग्रीसवरील,1
झेरेक्सिस,1
खजिन्यासह,1
क्षत्रपाने,1
स्वारीची,1
पेर्सेपोलिसचा,1
पेर्सोपोलिस,1
पार्सा,1
लुटण्यात,1
सुसा,1
बॅबिलोनवरून,1
मझेअसला,1
जाळण्याचा,1
पेर्सेपोलिस,1
इतमामाने,1
बेससच्या,1
अफगाणिस्तानाकडे,1
बॅक्ट्रियाची,1
ओक्सस,1
अमू,1
हालअपेष्टांना,1
सांभाळताना,1
सोपवला,1
सेनानींकडे,1
पुनःस्थापना,1
कॉकेशस,1
कंदहार,1
प्रकरणांतून,1
अलेक्झांडरमधील,1
हर्केनियावर,1
प्रकरणावरून,1
सेनानीचा,1
पोहोचण्याच्या,1
सांभाळत,1
एकबटना,1
काढण्याचेही,1
माजवेल,1
अलेक्झांडरविरुद्ध,1
कटानंतर,1
मृत्युदंडाची,1
खूनाचा,1
तिघांना,1
बृहद,1
अनुभवलेले,1
साहित्यलपविलेले,1
लेखआयुर्वेदआरोग्यविज्ञानउपचारपद्धतीविकिप्रकल्प,1
पूर्णोपचार,1
आहारशास्त्र,1
रसायनोपचार,1
कायनेसिऑलॉजी,1
आयरिडॉलॉजी,1
सायमाथेरपी,1
जलोपचार,1
संगीतोपचार,1
गाँग,1
किरणोपचार,1
उर्जावैद्यक,1
ऑस्टिओपॅथी,1
फेल्डेनक्रेस,1
रोल्फिंग,1
मसाज,1
कायरोप्रॅक्टिक,1
मनोवैद्यक,1
रेडिऑनिक्स,1
मेटामॉर्फिक,1
चुंबकिय,1
ॲक्युप्रेशर,1
ॲक्युपंक्चर,1
योगासन,1
प्राणायाम,1
वैद्यकशास्त्रवैदिक,1
१विकसन,1
निसर्गोपचार,1
३उपप्रकार,1
गणतीनुसार,1
फिनएरने,1
१९८९च्या,1
विमानानी,1
१९८६त,1
इंधनक्षमताही,1
क्षमतेची,1
पंखाचा,1
विमानावर,1
७२ची,1
प्रबांग,1
लुआंग,1
लाओसच्या,1
एरवेझचे,1
विकसन,1
प्रवासीक्षमता,1
एअरलाइन्सडेल्टा,1
उपभोक्ते,1
प्रवासीवाहतूक,1
सद्यस्थिती,1
क्षमतेचे,1
झेपावताना,1
फायरफ्लायचे,1
१मागण्या,1
४प्रमुख,1
बाराक्षार,1
युनानी,1
विकण्यात,1
कतुर्थ,1
पुनर्जन्म,1
मूर्ति,1
मोक्ष,1
कर्म,1
कोसस,1
वेदान्तसंकल्पनाअवतार,1
सूत्र,1
आगम,1
स्मृतिइतिहास,1
सामवेद,1
यजुर्वेद,1
धर्मश्रुतिऋग्वेद,1
आयुर्वेदावरील,1
फ्राली,1
औषधपद्धतीवरील,1
गर्दे,1
सार्थ,1
स्वानंद,1
माधवी,1
ग्रंथादी,1
संशोधनच,1
पहाणे,1
ट्रायल,1
क्लिनिकल,1
प्यायचे,1
संसार,1
गुरुतत्त्वज्ञानमान्यता,1
होमिओपॅथी,1
सांख्य,1
ॲलोपॅथी,1
बचसंप्रमुख,1
शूद्र,1
कलिचातुर्वर्ण्यब्राह्मण,1
मिथकशास्त्रयुगसत्य,1
पुनरुत्थानदैवतेहिंदू,1
स्मृति,1
शक्ति,1
जलारामविभाजनवैष्णव,1
ब्रह्मचारी,1
प्रभुपाद,1
स्वामीनारायण,1
मयानंद,1
चिन्,1
शिवानंद,1
अरबिन्दो,1
गुरु,1
मध्व,1
रामानुज,1
यज्ञगुरुशंकर,1
सत्संग,1
भजन,1
भक्तीपरंपराज्योतिष,1
वेदान्त,1
वैशेषिक,1
विमानकंपन्यांना,1
फिनएरचे,1
ऋषि,1
उतरण्याचा,1
ठेवल्यानेही,1
विमानचालकांनी,1
अन्वेषकांना,1
काउंसिलच्या,1
सिटीपासून,1
मॅकुंग,1
जमल्यामुळे,1
क्षमतेपेक्षा,1
मकाऊला,1
ताइपेइहून,1
कनेक्शनने,1
ठेवल्यावर,1
थंडप्रदेशांत,1
घालवण्याची,1
अपघातानंतर,1
इंडियाना,1
रोझलॉन,1
४१८४,1
फायरफ्लाय,1
बेर्जाया,1
विमानकंपन्या,1
व्हेर्दे,1
काबो,1
लॉट,1
हांसुंग,1
५४०१,1
ट्युनिंटरचे,1
इरान,1
बारीहून,1
३एअर,1
२एअर,1
१एअर,1
२उपकंपन्या,1
१संस्था,1
२कंपनी,1
विमानेलपविलेला,1
विमानेए,1
लेखप्रवासी,1
अन्वेषण,1
काउंसिलचे,1
पायलटच्या,1
सोल्युशन्स,1
२०१ची,1
नेटवरील,1
डॉट,1
एरलाइनर्स,1
निरूपण,1
चालकांना,1
संपलेले,1
७२वर,1
इंधनसाठादर्शक,1
४२चे,1
पालेर्मोपासून,1
जेर्बाला,1
असेमान,1
युरोलॉट,1
विमानांमध्ये,1
२१०ची,1
दारही,1
सामानभंडाराचे,1
अतिउंचीवरील,1
७५०,1
इंजिनांची,1
१२४बी,1
७२चा,1
चेतीन,1
चालककक्ष,1
६००चा,1
ब्रिस्टॉल,1
सर्व्हिसेसचे,1
लावण्याचा,1
मोड,1
ठेवण्याला,1
उपकरणांना,1
पंखे,1
प्रॉपेलरना,1
पॉवर,1
ऑक्झिलरी,1
७२ला,1
शेपटाखाली,1
फिनएर,1
हाताळले,1
प्रवाश्यांना,1
एरलाइन्सने,1
पंखांचे,1
कॉन्व्हियासा,1
भारवहनमता,1
सिम्बर,1
कॅनेरियास,1
बिंटर,1
एक्झेक्युटिव्ह,1
होल्डिंग,1
साउथईस्ट,1
आर्किया,1
अलिटालिया,1
ताहिती,1
नॉस्ट्रम,1
एअरलाइन,1
कूक,1
डोलोमाइट,1
एरो,1
सामानवाहतूक,1
२०१०च्या,1
१२७एम,1
चालवण्याचा,1
इंधनउपयुक्तता,1
उपप्रकारांची,1
मायरने,1
उडवण्याकडे,1
पायलटला,1
संगणकीकरण,1
उर्जावापरप्रणालीचे,1
ताक,1
पन्हे,1
कोको,1
प्रतिकारशक्ती,1
मूलद्रव्यांना,1
आपतत्त्वापासून,1
वाताला,1
रोगाचे,1
वातदोष,1
बऱ्याचवेळा,1
यांच्यावरही,1
वाताचा,1
सर्जनक्षमता,1
श्रवण,1
मज्जासंस्था,1
श्वासोच्छ्,1
बद्धकोष्ठता,1
मनाची,1
संतुलनातून,1
दोषांच्या,1
षड्रसाः,1
मधुराद्याश्च,1
षडन्नस्य,1
भेदाः,1
इति,1
पिच्छिलम्,1
चोष्यंच,1
लेह्मं,1
पेयंच,1
मूर्त,1
सांध्यामधील,1
भक्ष्यं,1
स्नेहक,1
मूत्र,1
नाडी,1
पित्ताने,1
संतुलित,1
पुरळ,1
व्रण,1
आलोचना,1
पित्तामुळे,1
ठेवते,1
सदसदविवेकबुद्धी,1
संवेदना,1
अन्नपचन,1
चयापचय,1
पित्ताची,1
ॲलर्जी,1
प्रत्यूर्जता,1
सुस्ती,1
स्थूलता,1
अतिकफामुळे,1
मत्सर,1
हाव,1
आपुलकी,1
फुप्फुसे,1
स्मरणशक्ती,1
जखम,1
भोज्यंच,1
अन्नाचे,1
काॅफी,1
विकारांपासून,1
साधकबाधक,1
हवापाण्यात,1
ऋतूंमध्ये,1
आहाराचाच,1
ग्रंथांत,1
आयुर्वेदांच्या,1
अगदतंत्र,1
विषौषधाचा,1
प्राणिज,1
विषांचाही,1
विंचू,1
सरनगध्र,1
उग्रादित्य,1
औषधेही,1
सहस्रकानंतर,1
कंदमुळे,1
सामावला,1
तिन्हीत,1
विषद,1
पडल्याने,1
योगरत्नाकर,1
भावप्रकाश,1
क्लिष्टता,1
लक्षणे,1
प्रकरणांमध्ये,1
पोथ्यांमध्ये,1
विकारांवर,1
बुळबुळीत,1
आयुर्वेदाच्या,1
पिच्छील,1
विशद,1
स्थूल,1
कोमल,1
मृदू,1
सांद्र,1
खरखरीत,1
खर,1
श्लक्ष्ण,1
कोरडा,1
रूक्ष,1
ओशट,1
तेलकट,1
स्निग्ध,1
शीत,1
हिम,1
तीक्ष्ण,1
खालीलप्रमाणे,1
तत्त्वाचे,1
दर्शनशास्त्रावर,1
सांख्यदर्शन,1
पंचमहाभूते,1
नाशिकचे,1
संग्रहण,1
पोथ्यांचे,1
मल,1
जिंव्हा,1
दृक्,1
जात्यादि,1
हरमेदादि,1
लाशादि,1
चंदनबला,1
महाभृंगराज,1
चोळणे,1
हळुवार,1
मालिश,1
तेलात,1
तीळ,1
मोहरी,1
अमृतारिष्ट,1
द्रव्ये,1
कापूृर,1
चूर्णोदक,1
ओवा,1
हरड़,1
विडंग,1
अनंतमूल,1
मोथा,1
काकडाश्रृंगी,1
अतीस,1
मुलेठी,1
बालामृत,1
यासाथीचे,1
मुलांची,1
काशीसादि,1
गुडुच्यादि,1
स्वस्थानी,1
महालाक्षादि,1
पेय,1
खायचे,1
चोखून,1
चोष्य,1
चाटायचे,1
मोरंबा,1
वाळवलेला,1
उन्हात,1
छुंदा,1
चटणी,1
लेह्य,1
क्रिया,1
चावणे,1
फुटाणे,1
चर्व्य,1
भोज्य,1
एकजीव,1
मिसळतात,1
गाईच्या,1
तुबरक,1
चालमोगरा,1
महामरीचादि,1
महाविषगर्भ,1
षडबिंदु,1
पंचगुण,1
सुवर्णप्राश,1
शिलाजितप्राश,1
बदामप्राश,1
पंचकोल,1
अष्टमांश,1
घटकपदार्थ,1
करावयाचा,1
मद्ययुक्त,1
वरीलप्रमाणे,1
भरड,1
वनस्पतींचे,1
वनस्पतींपासून,1
रोगांनुसार,1
राहावीत,1
दीर्घकाळपर्यंत,1
औषधपद्धती,1
शरीरातून,1
अशुद्ध,1
नाकाद्वारे,1
मानेच्या,1
दोषाची,1
गुदद्वारामार्गे,1
अधोमार्गाने,1
मुखावाटे,1
ण,1
विश्ले,1
पंचाकर्मांना,1
शरीराबाहेर,1
स्वस्थानातून,1
राहीपर्यंत,1
मंदाग्नीवर,1
उकळवता,1
पुष्कळ,1
त्रिफला,1
त्रिफळाप्राश,1
कफप्राश,1
कवचप्राश,1
च्यवनप्राश,1
च्यवनऋषींने,1
बनविलेले,1
प्राशन,1
चाटण्याचे,1
चाटण्यासाठी,1
उगाळून,1
चाटण,1
द्रवपदार्थाला,1
गुळासोबत,1
वाळवून,1
फळाला,1
सालीला,1
वनस्पतीला,1
वटी,1
घनवटी,1
पूड,1
औषधाची,1
घटकाचा,1
घटकपदार्थातील,1
समुद्रतटाजवळील,1
करिया,1
सार्डिस,1
अनुप्रयुक्तिंची,1
परवलीचे,1
सांगकाम्याचे,1
पसंतीक्रम,1
पुनर्नामाभिधान,1
विपत्रपत्ता,1
पडा,1
टोकन,1
ओळखचिन्ह,1
वर्गवृक्ष,1
बॅजेस,1
बिल्ला,1
जुळलेली,1
उपसर्ग,1
स्थानांबद्दलचा,1
आंतरजालावरील,1
शीर्षके,1
त्रुट्या,1
लिंट,1
मोडके,1
पोरकी,1
जोडल्या,1
कलमांशी,1
विवरणसामान्य,1
१३इतर,1
११उत्पात,1
ओऑथ,1
परवलीच्या,1
९सर्वात,1
शब्दांची,1
गॅजेट,1
धुळपाटी,1
साच्यासाठीची,1
विकीसंच,1
विकिंची,1
विकिमीडियावरील,1
फिचरचा,1
चाचणी,1
व्हीआयपीएस,1
माईम,1
विविधामाप,1
माध्यम,1
डुप्लिकेट,1
प्रतिलिपी,1
टैगस्,1
टिपलेल्या,1
गाळणीने,1
स्वयंचलितरोध,1
सदस्याचे,1
अंकपत्त्यांची,1
आयपी,1
सदस्यत्व,1
उपयोगकर्ता,1
ईमेल,1
विपत्र,1
१०पृष्ठ,1
८पुनर्निर्देशन,1
हायरोग्लायफ,1
बदललेप्रगत,1
केलेपुनर्निर्देशन,1
पुनर्निर्देशनपान,1
विनंतीनवीन,1
बदललेनवीन,1
संपादनदृष्य,1
वितरणकृ,1
बदलआशयभाषांतरईमोजीउलटविलेएकगठ्ठा,1
मजकूरअमराठी,1
टॅगअभिनंदन,1
करासहभागी,1
विभागविभाग,1
चर्चादालनदालन,1
चर्चावर्गवर्ग,1
चर्चासहाय्यसहाय्य,1
चर्चासाचासाचा,1
चर्चामिडियाविकीमिडियाविकी,1
चर्चाचित्रचित्र,1
चर्चाविकिपीडियाविकिपीडिया,1
चर्चासदस्यसदस्य,1
सदस्यनाम,1
अंकपत्ता,1
शोधयंत्रविस्तारनिपात,1
२०२४,1
समाप्ति,1
रोध,1
हटविलेपुनर्निर्देशनाचे,1
संपादनप्रतिसादमिवि,1
७डाटा,1
करणेमोठा,1
६मीडिया,1
५अलीकडील,1
४सदस्य,1
३प्रवेश,1
२पृष्ठ,1
१व्यवस्थापन,1
आवृत्तीपानाबद्दलची,1
आहेसदस्य,1
सदस्यनामचर्चा,1
जुळणारे,1
मानदंडाशी,1
दिनांकापर्यंत,1
दिनांकापासून,1
दाखवाछोटी,1
संपादनेच,1
दाखवाफक्त,1
असलेलीच,1
नवीनतम,1
कराकेवळ,1
संपादननिवडीचा,1
त्रुटी२०१७,1
काढलेहिंदी,1
टाळासंदर्भ,1
टाळालेखाचे,1
संपादनरिकामी,1
वापरणाऱ्यांची,1
मार्कप,1
ग्रेनायकसच्या,1
चित्रकलेसाठी,1
कनफ्यूजन्स,1
लेखांवर,1
लेणीचे,1
११हे,1
१०चित्रदालन,1
९इतर,1
८लेणी,1
७लेण्यांना,1
६अजिंठा,1
५घृष्णेश्वर,1
६लेणे,1
५लेणे,1
४लेणे,1
३लेणे,1
२लेणे,1
१लेणे,1
४वेरूळची,1
३वेरूळ,1
१अजिंठा,1
लेखनदालनेलपविलेला,1
शब्दसंज्ञाविशेष,1
पानाशी,1
जेटली,1
सुषमा,1
विश्वेक,1
टाळण्याच्या,1
औरंगाबादपासून,1
मॉरिशचे,1
वर्षेपर्यंत,1
पूजाअर्चेसाठी,1
पात्रापासून,1
वाघूर,1
वंचितच,1
भव्यतेपासून,1
ऱ्हासानंतर,1
जगासाठी,1
लोकांस,1
क्रमांकांची,1
रूपांत,1
पुराव्यानुसार,1
पुरातत्त्वशास्त्रीय,1
शिक्षणसंस्थेसारखी,1
नितांतसुंदर,1
उद्देशातून,1
निर्मितीही,1
गावाजवळची,1
धर्माश्रय,1
मिळावे,1
वाटसरूंना,1
मंदिरेसुद्धा,1
पाषाणातील,1
जिल्ह्यातले,1
संस्थानातील,1
बौद्धांचे,1
छान्नुलाल,1
जुगनौत,1
अजमावा,1
जावुन,1
तावून,1
परिश्रमाने,1
करणार्,1
चालन,1
योगदाने,1
वाचनीय,1
भाषांतरास,1
अनुक्रम,1
ज्ञ,1
वर्गीकरणे,1
संज्ञांची,1
ज्ञानभांडाराची,1
याच्यात,1
अर्धसुरक्षित,1
दाविले,1
विलेदा,1
दालनचर्चा,1
पुनर्नामाभिधानाची,1
खात्यांच्या,1
गणितीय,1
आंतरविन्यासित,1
ओळखणीनुसार,1
अनियत,1
पानात,1
वगळा,1
सुलाखुन,1
पुनर्विलोकन,1
अनिरुद्ध,1
प्रणालीतुन,1
विभूषण,1
हल्लासंपूर्ण,1
दर्शविण्यासाठी,1
मुखपृष्ठावर,1
सूचीतील,1
लेखचर्चातील,1
हवेत२,1
सदराचे,1
संबधीत,1
एअरलाइन्सची,1
एअरलाइन्सचे,1
मद्रासदरम्यान,1
सुरूवातीच्या,1
सुरूवातीला,1
एअरलाइन्सकडे,1
एअरलाइन्सला,1
पहावे,1
लेखनसुद्धा,1
निवडपाहू,1
नमुनेदाखल,1
प्रकाराचे,1
कोपर्,1
पानाच्या,1
ध्येयासाठीचे,1
अंतीम,1
ॅटमसदस्य,1
शोधाविकिलेखबहुमाध्यमीसर्वउन्नत,1
मतदारसंघलोकसभा,1
राजनीती,1
पुरातत्त्वशास्त्र,1
लेखांतून,1
विद्यार्थीनी,1
तत्त्वज्ञानाची,1
शेरावत,1
मल्लिका,1
भरवले,1
गुराखी,1
आगळेवेगळे,1
गुराखीगडावर,1
जिवितहानी,1
वसईच्या,1
टाकण्याचा,1
अणुबॉंब,1
युध्दकैद्यांना,1
चेंबरमध्ये,1
वायूच्या,1
छळछावणीत,1
ऑश्विझ,1
कपाट,1
दगावल्यास,1
ए३४०,1
मुख्यमंत्रीपदावर,1
बिहारच्या,1
०२३,1
मानवशास्त्र,1
संस्कृतीनुसार,1
पूर्वाधिकाऱ्याप्रमाणे,1
पराश्रद्धा,1
गुणवत्तेचा,1
वाढविण्यासाठी,1
विकिपीडियाची,1
पर्यावरणशास्त्र,1
महायुद्धे,1
देशानुसार,1
कालमापन,1
वल्ली,1
दूरचित्रवाहिनी,1
चित्रकथा,1
भाषाविज्ञान,1
चिकित्साशास्त्र,1
स्वास्थ्यविज्ञान,1
कलन,1
भूमिती,1
बीजगणित,1
अंकगणित,1
जैवरसायनिकी,1
आयुर्विज्ञान,1
वनस्पतीशास्त्र,1
जीवशास्त्र,1
विजाणूशास्त्र,1
अंतरीक्ष,1
नास्तिकता,1
अश्रद्धा,1
कुटुझोवनेही,1
सेनाधिकाऱ्यास,1
विनंतीकर्नाटकमधील,1
धोक्यापासून,1
नेपोलियनची,1
थांबवावे,1
ब्रिटनशी,1
हस्तकांमार्फत,1
नेमान,1
आर्मीने,1
मदतकेंद्र,1
प्रकल्पाविषयी,1
वैद्यकशास्त्र,1
लेखांमध्ये,1
प्रस्तावांवर,1
घडवा,1
लिहीताहेत,1
लिहाकसे,1
सकलजन,1
सोडावे,1
करोनी,1
शहाणे,1
इतरांसी,1
ठावे,1
आपणांसी,1
विकिक्वोटविकिस्रोतविक्शनरी,1
विकिस्पेशिज्विकिबुक्सविकिडाटा,1
मीडियाविकीमेटा,1
मुखपृष्ठचर्चा,1
पोलंडला,1
जनतेकडून,1
कुटुझोव,1
चेराष्ट्रभक्तिपर,1
मिखाईल,1
हटवण्यास,1
बार्क्ले,1
अलेक्सांद्रला,1
उमराव,1
रशियाचा,1
जमिनी,1
माघारीमुळे,1
सातत्यपूर्ण,1
परिस्थितीम्ळे,1
पडणारी,1
विसंबून,1
प्रणालीवर,1
अन्नपुरवठा,1
कृतींमुळे,1
समजणे,1
मानसिकता,1
रशियनांची,1
रणनीतीमुळे,1
ससैन्य,1
रशियनांचा,1
इरादे,1
संपेल,1
स्मोलेन्स्कनंतर,1
चकमकींत,1
करु,1
यापानावरील,1
इतरांकडून,1
६वे,1
चकटे,1
६३७०,1
उपकुळ,1
कुळी,1
सहाव्य,1
स्मारकांचे,1
आर्यपुरा,1
अहिवोलाल,1
ऐवल्ली,1
आयहोल,1
ऐहोल,1
लक्षुमण,1
सरोद,1
३७१,1
होलार,1
७७२,1
४१९,1
व्रताचे,1
५०२,1
वर्तमानपत्रे,1
जिल्हानिहाय,1
बाइटस्,1
सां,1
लघुरूपांची,1
रिकामी,1
नवऱ्याची,1
लागिरं,1
वाचक,1
झालं,1
हासन,1
हावेरी,1
शिमोगा,1
मंड्या,1
दावणगेरे,1
तुमकूर,1
चित्रदुर्ग,1
चिक्कोडी,1
चिकबल्लपूर,1
चामराजनगर,1
गुलबर्गा,1
कोप्पळ,1
मतदारसंघउडुपी,1
बचसंकर्नाटकामधील,1
विश्लेषण,1
टक्केवारीचे,1
पासूनच्या,1
निवडणुकांतील,1
२बाह्य,1
१हेसुद्धा,1
विजयादशमी,1
४०९,1
फोडसे,1
कोंडीराम,1
८३९,1
मिवि,1
पुनर्निर्देशनाचे,1
हटविले,1
एकगठ्ठा,1
स्पर,1
ग्लाइडस्लोप,1
ऑलिंपियन,1
सुलभता,1
नवेलेख,1
मुखपृष्ठसदर,1
नामनिर्देशीत,1
पानाबद्दल,1
विश्वकोशातून,1
साधनेमराठी,1
पुनरावलोकनाची,1
ॅटमसंचिका,1
संथाली,1
सिंधी,1
उडिया,1
विकिपीडीया,1
भाषांमधील,1
आवडीच्या,1
पानांवर,1
सदरासाठी,1
येत्या,1
महिन्याकरता,1
विकिपीडियन्स,1
चर्चापानावर,1
लेखांच्या,1
गिअर,1
सहप्रकल्पांतील,1
विक्शनरीतील,1
निवडताना,1
उलटविले,1
ईमोजी,1
आशयभाषांतर,1
अभिनंदन,1
विकिडाटा२२,1
अनामिक,1
दिवसांतील,1
बदलांसाठी,1
लिपी,1
इनस्क्रिप्ट,1
अक्षरांतरण,1
क्लिप,1
विकिबुक्समधील,1
निवडावी,1
टंकनपद्धती,1
सद्यघटना,1
विनंत्या,1
नित्यउत्पाती,1
अप्रमाणलेखन,1
खूणेचे,1
तपासायचे,1
अंकपत्त्यांचे,1
पहारा,1
विकिक्वोटमधील,1
विहारांतही,1
विहारांना,1
आंगण,1
जन्मासंबंधीची,1
वडिलांपेक्षा,1
आईशी,1
स्वाऱ्यांमुळे,1
लढणारा,1
सिंहासोबत,1
ठरण्यास,1
स्वाऱ्यांच्या,1
राज्यविस्तार,1
कथेत,1
वावडी,1
साक्षात,1
झ्यूसचे,1
पाळलेला,1
सापही,1
तिच्याकडे,1
विद्यांवर,1
गूढ,1
प्लूटार्कचा,1
तारुण्या,1
एरियन,1
दस्तऐवजांत,1
मक्दुनी,1
एस्कंदर,1
ऐवजांनुसार,1
पंजाबपर्यंतचा,1
जवळीक,1
गर्भारशी,1
आलेक्सांद्रोस,1
ऑलिंपियासला,1
तत्वज्ञान,1
बाळगत,1
आपल्यासोबत,1
इलियडची,1
साहित्याची,1
होमरच्या,1
ऍरिस्टोटलची,1
ज्ञानही,1
उत्तमरीत्या,1
विभागांत,1
देवळाकडे,1
जन्मोत्सवात,1
आर्टेमिसच्या,1
जन्माच्या,1
सिंहाचे,1
ऑलिंपियासच्या,1
ज्योतिषाला,1
शिवत,1
कातडीने,1
सिंहाच्या,1
गर्भाशय,1
ऑलिंपियासचे,1
विद्युत्पात,1
गडगडाटासह,1
गर्भावर,1
सेनापतींपैकी,1
मेगास,1
कोंडाणा,1
१ग्रेनायकसची,1
३अलेक्झांडरची,1
२अथेन्स,1
१पहिली,1
२फिलिपचा,1
२ब्युसाफलस,1
१जन्मासंबंधीची,1
शिल्पलपविलेले,1
पर्यटनस्थळेभारतीय,1
धर्ममहाराष्ट्रातील,1
लेणीमहाराष्ट्रामधील,1
स्थानेमहाराष्ट्रातील,1
जिल्हाबहरोट,1
जिल्हाशिवलेणीपालघर,1
पांडवलेणीबीड,1
जिल्हामाहूरची,1
लेणीनांदेड,1
जिल्हापन्हाळेकाजी,1
पांडवलेणी,1
जिल्हात्रिरश्मी,1
जिल्हाखरोसानाशिक,1
लेणीलातूर,1
कांब्रे,1
नेणावली,1
नाडसूर,1
ठाणाळे,1
१पर्शियन,1
२आयससची,1
बार्सिन,1
२इजिप्तकडे,1
पूर्वाधिकारी,1
बॅबिलोन,1
अनातोलिया,1
राज्यव्याप्ती,1
मोझेक,1
पॉंपेई,1
सम्राटाबरोबरील,1
मजकूरह्या,1
७हे,1
६व्यक्तिचित्र,1
१राज्याची,1
४मृत्यू,1
७सम्राटपद,1
६परतीचा,1
२सैन्यात,1
१पुरूशी,1
५भारतावर,1
४अफगाणिस्तानाकडे,1
४पार्मेनियनचा,1
३दरायसचा,1
२पेर्सेपोलिसचा,1
१गागामेलाचे,1
३पर्शियन,1
२अलेक्झांड्रियाची,1
१टायर,1
विषयांची,1
नाठाळ,1
आणल्याची,1
शेते,1
मेमननने,1
राज्यकर्त्याशी,1
पर्शियामध्ये,1
अलेक्झांडरनेही,1
अथेन्सने,1
घराखेरीज,1
कवीच्या,1
पिंडर,1
यांनाच,1
थेबेसचे,1
अथेन्ससारख्या,1
शहरांकडून,1
थेबेसच्या,1
मग्न,1
राज्यकर्त्याला,1
खुनात,1
कारणांवरून,1
न्यायसंस्थेपुढे,1
पॉसेनियसला,1
सत्तेची,1
भोसकून,1
खंजीर,1
कारणस्तव,1
तरुणाने,1
पॉसेनियस,1
वाटेवरील,1
सामग्रीचा,1
विकावयास,1
सरदारांना,1
बसवणे,1
अकिमेनिड,1
पर्शियावरील,1
विस्ताराचा,1
वाचल्याचे,1
हल्ल्यातून,1
बेतलेल्या,1
जिवावर,1
सैन्यही,1
तोकडा,1
फसवा,1
दर्शविल्याप्रमाणे,1
इतिहासकारांत,1
सांगण्यानुसार,1
ताबडतोब,1
संभवतो,1
आकड्यांत,1
नोंदींप्रमाणे,1
पर्शियाचे,1
स्थानाजवळील,1
ट्रॉयच्या,1
राज्यकर्त्यांमध्ये,1
एरियनने,1
करावेत,1
लावण्यापेक्षा,1
एजियाच्या,1
स्वागताप्रीत्यर्थ,1
एपिरसचा,1
व्हावेत,1
मेजावरून,1
जिंकण्याचे,1
ग्रीसपासून,1
मद्याधुंद,1
उपसून,1
रागवलेल्या,1
अपमानाने,1
व्याह्यांच्या,1
पृच्छा,1
अनौरस,1
अटॅलसच्या,1
मद्याचा,1
जन्मणारी,1
लग्नामुळे,1
अटॅलसनी,1
क्लिओपात्राचे,1
स्वागतसमारंभात,1
आयोजीत,1
क्लिओपात्राशी,1
मॅसेडोनियाच्याच,1
प्रतिकृती,1
स्वाऱ्यांत,1
फिलिपकडे,1
नाकारले,1
कोणाच्याही,1
मेजापर्यंतही,1
टोमणा,1
यांच्यासमवेत,1
कुमारवस्थेतच,1
घट्ट,1
कपटाने,1
त्यादरम्यानच,1
३३६मध्ये,1
शुश्रूषा,1
विचारपूस,1
नोंदींनुसार,1
सोहाळ्यात,1
जिंकल्याची,1
लढल्याची,1
३३८मध्ये,1
स्वारीवर,1
